key,cz,en,ch
aw_court_appointment_merit_desc,任官评分不因 Xia 文化身份获得加减分,Appointment scores receive no Xia culture modifier,任官評分不因 Xia 文化身份獲得加減分
aw_court_appointment_preference,Xia 优先,Xia Preference,Xia 優先
aw_court_appointment_preference_desc,Xia 候选人任官评分增加 8 分且不排除其他候选人,Xia candidates gain 8 points without excluding other candidates,Xia 候選人任官評分增加 8 分且不排除其他候選人
aw_court_appointment_centered,Xia 中心,Xia-Centered,Xia 中心
aw_court_appointment_centered_desc,Xia 候选人增加 16 分而非 Xia 候选人减少 8 分但均可任官,Xia candidates gain 16 and non-Xia candidates lose 8 while all remain eligible,Xia 候選人增加 16 分而非 Xia 候選人減少 8 分但均可任官
aw_court_conscription_limited,有限征发,Limited Levy,有限徵發
aw_court_conscription_limited_desc,将合格成年平民的三成登记为预备兵,Registers 30 percent of eligible adult civilians as reserves,將合格成年平民的三成登記為預備兵
aw_court_conscription_standard,常制征兵,Standard Conscription,常制徵兵
aw_court_conscription_standard_desc,将合格成年平民的五成登记为预备兵,Registers 50 percent of eligible adult civilians as reserves,將合格成年平民的五成登記為預備兵
aw_court_conscription_expanded,扩大征发,Expanded Levy,擴大徵發
aw_court_conscription_expanded_desc,将合格成年平民的七成登记为预备兵,Registers 70 percent of eligible adult civilians as reserves,將合格成年平民的七成登記為預備兵
aw_court_conscription_full,全面动员,Full Mobilization,全面動員
aw_court_conscription_full_desc,登记全部合格平民为预备兵但不会立即让所有人成为士兵,Registers all eligible civilians as reserves but does not immediately turn them all into soldiers,登記全部合格平民為預備兵但不會立即讓所有人成為士兵
aw_court_aux_result_success,改法已施行,Law change applied,改法已施行
aw_court_aux_result_invalid_kingdom,国家已不存在或不可用,The kingdom no longer exists or is unavailable,國家已不存在或不可用
aw_court_aux_result_invalid_choice,该法项无效,This law option is invalid,該法項無效
aw_court_aux_result_unchanged,当前已经施行该法,This law is already active,當前已經施行該法
aw_court_aux_result_insufficient_points,政治点不足,Insufficient political points,政治點不足
aw_court_aux_result_cooldown,该法仍在独立冷却期内,This law is still on its own cooldown,該法仍在獨立冷卻期內
aw_court_aux_result_persistence_failed,改法事务写入失败且政治点已返还,The law change failed to persist and political points were restored,改法事務寫入失敗且政治點已返還
aw_hist_event_court_auxiliary_law_changed,更定辅助法,Auxiliary Law Changed,更定輔助法
aw_hist_event_border_petition_approved,准边臣请战,Border War Petition Approved,准邊臣請戰
aw_hist_court_auxiliary_law_changed_mid,诏更定, decreed a change to ,詔更定
aw_hist_court_auxiliary_law_from,，由, from ,，由
aw_hist_court_auxiliary_law_to,改为, to ,改為
aw_hist_event_inheritance_law_changed,更定继承法,Inheritance Law Changed,更定繼承法
aw_hist_inheritance_law_changed_mid,诏更定继承法，由, decreed that succession change from ,詔更定繼承法，由
aw_hist_inheritance_law_changed_to,改为, to ,改為
aw_hist_event_succession_dispute_started,宗室争位,Dynastic Dispute,宗室爭位
aw_hist_event_succession_dispute_resolved,争位平定,Dynastic Dispute Resolved,爭位平定
aw_hist_event_succession_permanent_split,宗统分裂,Permanent Dynastic Split,宗統分裂
aw_hist_event_succession_reunified,宗统复合,Dynastic Reunification,宗統復合
aw_hist_event_heir_designated,册立继承人,Heir Designated,冊立繼承人
aw_hist_goal_reunify_succession,统一宗统,Reunify the Dynasty,統一宗統
aw_hist_succession_dispute_claimed_mid,不服新君，举兵争夺, rejected the new ruler and rose to contest ,不服新君，舉兵爭奪
aw_hist_succession_dispute_founded_mid,，另立, establishing ,，另立
aw_hist_succession_dispute_defeated_mid,平定与, ended the contest with ,平定與
aw_hist_succession_claimant_won_suffix,之争，争位者入承原统。,the claimant inherited the original realm.,之爭，爭位者入承原統。
aw_hist_succession_successor_won_suffix,之争，新君守住宗统。,the installed ruler preserved the succession.,之爭，新君守住宗統。
aw_hist_succession_split_with_mid,与, and ,與
aw_hist_succession_split_suffix,相持十二年，宗统遂分；双方三代内保有无费统一宣称。,remained divided for twelve years; both lines retain a free reunification claim for three generations.,相持十二年，宗統遂分；雙方三代內保有無費統一宣稱。
aw_hist_succession_reunified_mid,统一, reunified ,統一
aw_hist_succession_reunified_and_mid,与, and ,與
aw_hist_succession_reunified_suffix,，仍承原国统与原 Kingdom ID。,preserving the original realm and Kingdom ID.,，仍承原國統與原 Kingdom ID。
aw_hist_heir_designated_mid,册立, designated ,冊立
aw_hist_heir_designated_as,为, as ,為
aw_inheritance_control_automatic,因时议定,Automatic evaluation,因時議定
aw_inheritance_law_primogeniture,嫡长继承,Primogeniture,嫡長繼承
aw_inheritance_law_military,军中拥立,Military acclaim,軍中擁立
aw_inheritance_law_civil,文官拥立,Civil acclaim,文官擁立
aw_inheritance_faction_imperial,皇权派,Imperial faction,皇權派
aw_inheritance_faction_military,武将派,Military faction,武將派
aw_inheritance_faction_civil,文官派,Civil faction,文官派
aw_hist_border_petition_source_mid,准, approved the war petition of ,准
aw_hist_border_petition_target_mid,所请，对, against ,所請，對
aw_hist_border_petition_reason_mid,以, on the grounds of ,以
aw_hist_border_petition_suffix,发出战书, and issued a declaration of war,發出戰書
aw3_year_auxiliary_laws,官制辅助法年度维护,Court auxiliary law annual update,官制輔助法年度維護
aw_inheritance_window_title,继承法,Inheritance Law,繼承法
aw_inheritance_effective,现行,Effective,現行
aw_inheritance_locked,锁定,Locked,鎖定
aw_inheritance_no_candidate,暂无候选,No candidate,暫無候選
aw_inheritance_scores,拥立评分,Scores,擁立評分
aw_inheritance_candidate_backing,拥立,Backs,擁立
aw_inheritance_candidate_score,候选评分,Candidate score,候選評分
aw_inheritance_supporters,支持人数,Supporters,支持人數
aw_inheritance_support_ritual,宗法次序,Ritual order,宗法次序
aw_inheritance_hint,可锁定一种继承法，或交由朝局每六年自动议定,Lock one law or return succession to automatic evaluation,可鎖定一種繼承法，或交由朝局每六年自動議定
aw_inheritance_current_lock,当前锁定,Current lock,當前鎖定
aw_inheritance_unavailable,条件不足,Unavailable,條件不足
aw_inheritance_cooldown_years,尚需等待{0}年,Cooldown: {0} years,尚需等待{0}年
aw_inheritance_insufficient_points,政治点不足,Insufficient political points,政治點不足
aw_inheritance_cost_points,耗费政治点{0},Cost: {0},耗費政治點{0}
aw_inheritance_free,无耗费,Free,無耗費
aw_inheritance_auto_desc,每六年按朝局、战争和官军实力自动评估三法,Evaluate the three laws every six years,每六年按朝局、戰爭和官軍實力自動評估三法
aw_inheritance_primogeniture_desc,亲生嫡长子优先，其后按合法父系旁支承继,The eldest legitimate son and then lawful collateral inherit,親生嫡長子優先，其後按合法父系旁支承繼
aw_inheritance_military_desc,将领拥戴一名成年男性宗室为留后,Generals support an adult male royal dynast as Liuhou,將領擁戴一名成年男性宗室為留後
aw_inheritance_military_locked_desc,需要成年男性宗室、在任将领与现役军队,Needs an adult male royal dynast an active general and an army,需要成年男性宗室、在任將領與現役軍隊
aw_inheritance_civil_desc,在任官员推举一名成年男性宗室为嗣君,Officials support an adult male royal dynast as Sijun,在任官員推舉一名成年男性宗室為嗣君
aw_inheritance_civil_locked_desc,需要官场制度、三省制度、有限任期法与至少三名官员,Needs the official court three departments finite terms and three officials,需要官場制度、三省制度、有限任期法與至少三名官員
aw_inheritance_result_success,继承法已更定,Inheritance law changed,繼承法已更定
aw_inheritance_result_no_change,所选继承法未改变,Inheritance law unchanged,所選繼承法未改變
aw_inheritance_result_cooldown,继承法尚在更定冷却期,Inheritance law is on cooldown,繼承法尚在更定冷卻期
aw_inheritance_result_points,政治点不足，未能更定继承法,Insufficient political points,政治點不足，未能更定繼承法
aw_inheritance_result_unavailable,当前不满足该继承法的条件,The requested inheritance law is unavailable,當前不滿足該繼承法的條件
aw_inheritance_result_invalid_kingdom,当前国家不能使用君主继承法,This realm cannot use monarchical inheritance law,當前國家不能使用君主繼承法
aw_inheritance_result_failed,继承法写入失败，原状态已恢复,Inheritance law write failed and prior state was restored,繼承法寫入失敗，原狀態已恢復
aw_inheritance_dispute_none,当前没有继承争议,No active succession dispute,目前沒有繼承爭議
aw_inheritance_dispute_current,当前继承争议：{0}：{1}；{2}：{3}；{4}：{5},Current succession controversy: {0}: {1}; {2}: {3}; {4}: {5},目前繼承爭議：{0}：{1}；{2}：{3}；{4}：{5}
aw_inheritance_ruler_court_influence,君主朝堂影响,Ruler court influence,君主朝堂影響
aw_inheritance_support_ranking,第一名 {0} {1}；第二名 {2} {3}；世子 {4} {5},Leader {0} {1}; runner-up {2} {3}; designated heir {4} {5},第一名 {0} {1}；第二名 {2} {3}；世子 {4} {5}
aw_inheritance_dispute_pending,领先达到20，世子即位后将发动继承战争,Lead reached 20; the leader will rise after the heir accedes,領先達到20，世子即位後將發動繼承戰爭
aw_inheritance_dispute_not_decisive,尚无人领先第二名20点,No candidate leads second place by 20,尚無人領先第二名20點
aw_inheritance_dispute_stable,世子领先第二名至少20点，继承稳定,The designated heir leads by at least 20; succession is stable,世子領先第二名至少20點，繼承穩定
aw_inheritance_political_points,政治点,Political points,政治點
aw_inheritance_dispute_active,继承争议：{0} / {1}；第{2}年转为永久分裂,Succession dispute: {0} / {1}; permanent split in year {2},繼承爭議：{0} / {1}；第{2}年轉為永久分裂
aw_inheritance_dispute_permanent,宗统分裂：{0} / {1}；距开宗者{2}代；{3},Permanent split: {0} / {1}; {2} generations from founder; {3},宗統分裂：{0} / {1}；距開宗者{2}代；{3}
aw_inheritance_reunification_valid,保有无费统一宣称,Free reunification claim active,保有無費統一宣稱
aw_inheritance_reunification_expired,三代统一宣称已失效,Three-generation reunification claim expired,三代統一宣稱已失效
aw_hist_event_coup_loyalist_rebellion_started,勤王复统,Loyalist Restoration Rising,勤王復統
aw_hist_event_coup_loyalist_restoration_victory,旧统复位,Old Dynasty Restored,舊統復位
aw_hist_event_coup_loyalist_rebellion_suppressed,勤王兵败,Loyalist Rising Suppressed,勤王兵敗
aw_hist_event_coup_loyalist_rebellion_stalemate,两统并立,Rival Dynasties Endured,兩統並立
aw_hist_coup_loyalist_supports,不承认新君，拥立, rejected the usurper and acclaimed ,不承認新君，擁立
aw_hist_coup_loyalist_rose_at,起兵于, and raised loyalist forces at ,起兵於
aw_hist_coup_loyalist_score,；拥立声势：,; loyalist strength: ,；擁立聲勢：
aw_hist_coup_loyalist_restored,平定权臣，复位于, defeated the usurper and returned to the throne of ,平定權臣，復位於
aw_hist_coup_loyalist_restored_suffix,，旧宗统得续,; the old royal succession continued,，舊宗統得續
aw_hist_coup_loyalist_suppressed,勤王兵败，旧宗室未能复位：, was defeated; the old dynasty was not restored: ,勤王兵敗，舊宗室未能復位：
aw_hist_coup_loyalist_stalemate,复统未决，仍据地自立为, failed to decide the succession and retained the rival realm of ,復統未決，仍據地自立為
aw_court_office_history,官职历任,Office History,官職歷任
aw_court_office_history Title,官职历任,Office History,官職歷任
aw_court_office_history_desc,查看该官职的全部历任与任期,Review every incumbent and term for this office,查看該官職的全部歷任與任期
aw_court_history_to_present,至今,Present,至今
aw_court_history_unknown_year,未知,Unknown,未知
aw_court_history_unknown_actor,佚名,Unknown,佚名
aw_court_history_current,现任,Current,現任
aw_court_history_empty,暂无历任记录,No recorded incumbents,暫無歷任記錄
aw_court_history_end_unknown,已离任,Ended,已離任
aw_court_history_end_term_expired,任期届满,Term completed,任期屆滿
aw_court_history_end_transferred,调任,Transferred,調任
aw_court_history_end_reassigned,改任,Reassigned,改任
aw_court_history_end_dismissed,罢免,Dismissed,罷免
aw_court_history_end_death,卒于任上,Died in office,卒於任上
aw_court_history_end_city_transferred,城池易主,City transferred,城池易主
aw_court_history_end_city_destroyed,城池毁灭,City destroyed,城池毀滅
